N,CNN,Naive Bayes,Random Forest,SVM,XGBoost
1000,1.3377171000174712,0.001984200003789738,0.15380269999150187,0.018686900002649054,0.05110330000752583
5000,2.995785999984946,0.0031758999975863844,0.46442770000430755,0.3978988000017125,0.0838242000027094
10000,4.994086599996081,0.0035754000127781183,0.7531293999927584,1.9359344999829773,0.11696270000538789
